seq,handle,status,api_address,module,document,interface_group,action,node_name,full_path,source_file
176,d882160,OK,U8API/PuStoreIn/Delete,库存管理增和修改志r,采购入库单后事件调用此接口,服务接口保存前事件调用此接口,删除单据,删除单据存前事件调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/采购入库单后事件调用此接口/服务接口保存前事件调用此接口/删除单据存前事件调用此接口,parts/176_d882160_删除单据存前事件调用此接口.txt
177,d8820d0,OK,U8API/PuStoreIn/Load,库存管理增和修改志r,采购入库单后事件调用此接口,服务接口保存前事件调用此接口,装载单据,装载单据存前事件调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/采购入库单后事件调用此接口/服务接口保存前事件调用此接口/装载单据存前事件调用此接口,parts/177_d8820d0_装载单据存前事件调用此接口.txt
178,d881d10,OK,U8API/PuStoreIn/Update,库存管理增和修改志r,采购入库单后事件调用此接口,服务接口保存前事件调用此接口,修改单据,修改单据存前事件调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/采购入库单后事件调用此接口/服务接口保存前事件调用此接口/修改单据存前事件调用此接口,parts/178_d881d10_修改单据存前事件调用此接口.txt
179,d882730,OK,U8API/QcScrapVouch/Add,库存管理增和修改志r,期初不合格品前事件调用此接口,服务接口前事件调用此接口,添加新单据,添加新单据前事件调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/期初不合格品前事件调用此接口/服务接口前事件调用此接口/添加新单据前事件调用此接口,parts/179_d882730_添加新单据前事件调用此接口.txt
180,d882760,OK,U8API/QcScrapVouch/Audit,库存管理增和修改志r,期初不合格品前事件调用此接口,服务接口前事件调用此接口,审核单据,审核单据前事件调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/期初不合格品前事件调用此接口/服务接口前事件调用此接口/审核单据前事件调用此接口,parts/180_d882760_审核单据前事件调用此接口.txt
181,d882610,OK,U8API/QcScrapVouch/CancelAudit,库存管理增和修改志r,期初不合格品前事件调用此接口,服务接口前事件调用此接口,弃审单据,弃审单据前事件调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/期初不合格品前事件调用此接口/服务接口前事件调用此接口/弃审单据前事件调用此接口,parts/181_d882610_弃审单据前事件调用此接口.txt
182,d882790,OK,U8API/QcScrapVouch/Delete,库存管理增和修改志r,期初不合格品前事件调用此接口,服务接口前事件调用此接口,删除单据,删除单据前事件调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/期初不合格品前事件调用此接口/服务接口前事件调用此接口/删除单据前事件调用此接口,parts/182_d882790_删除单据前事件调用此接口.txt
183,d882250,OK,U8API/QcScrapVouch/Load,库存管理增和修改志r,期初不合格品前事件调用此接口,服务接口前事件调用此接口,装载单据,装载单据前事件调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/期初不合格品前事件调用此接口/服务接口前事件调用此接口/装载单据前事件调用此接口,parts/183_d882250_装载单据前事件调用此接口.txt
184,d882280,OK,U8API/QcScrapVouch/Update,库存管理增和修改志r,期初不合格品前事件调用此接口,服务接口前事件调用此接口,修改单据,修改单据前事件调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/期初不合格品前事件调用此接口/服务接口前事件调用此接口/修改单据前事件调用此接口,parts/184_d882280_修改单据前事件调用此接口.txt
185,d882c70,OK,U8API/saleout/Add,库存管理增和修改志r,销售出库单前事件调用此接口,服务接口保存前事件用此接口,添加新单据,添加新单据存前事件用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/销售出库单前事件调用此接口/服务接口保存前事件用此接口/添加新单据存前事件用此接口,parts/185_d882c70_添加新单据存前事件用此接口.txt
186,d882820,OK,U8API/saleout/Audit,库存管理增和修改志r,销售出库单前事件调用此接口,服务接口保存前事件用此接口,审核单据,审核单据存前事件用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/销售出库单前事件调用此接口/服务接口保存前事件用此接口/审核单据存前事件用此接口,parts/186_d882820_审核单据存前事件用此接口.txt
187,d882a00,OK,U8API/saleout/CancelAudit,库存管理增和修改志r,销售出库单前事件调用此接口,服务接口保存前事件用此接口,弃审单据,弃审单据存前事件用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/销售出库单前事件调用此接口/服务接口保存前事件用此接口/弃审单据存前事件用此接口,parts/187_d882a00_弃审单据存前事件用此接口.txt
188,d882cd0,OK,U8API/saleout/Delete,库存管理增和修改志r,销售出库单前事件调用此接口,服务接口保存前事件用此接口,删除单据,删除单据存前事件用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/销售出库单前事件调用此接口/服务接口保存前事件用此接口/删除单据存前事件用此接口,parts/188_d882cd0_删除单据存前事件用此接口.txt
189,d882d60,OK,U8API/saleout/Load,库存管理增和修改志r,销售出库单前事件调用此接口,服务接口保存前事件用此接口,装载单据,装载单据存前事件用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/销售出库单前事件调用此接口/服务接口保存前事件用此接口/装载单据存前事件用此接口,parts/189_d882d60_装载单据存前事件用此接口.txt
190,d882850,OK,U8API/saleout/Update,库存管理增和修改志r,销售出库单前事件调用此接口,服务接口保存前事件用此接口,修改单据,修改单据存前事件用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/销售出库单前事件调用此接口/服务接口保存前事件用此接口/修改单据存前事件用此接口,parts/190_d882850_修改单据存前事件用此接口.txt
191,d882fd0,OK,U8API/ScrapOut/Add,库存管理增和修改志r,不合格品处理单事件用此接口,服务接口单事件用此接口,添加新单据,添加新单据单事件用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/不合格品处理单事件用此接口/服务接口单事件用此接口/添加新单据单事件用此接口,parts/191_d882fd0_添加新单据单事件用此接口.txt
192,d883000,OK,U8API/ScrapOut/Audit,库存管理增和修改志r,不合格品处理单事件用此接口,服务接口单事件用此接口,审核单据,审核单据单事件用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/不合格品处理单事件用此接口/服务接口单事件用此接口/审核单据单事件用此接口,parts/192_d883000_审核单据单事件用此接口.txt
193,d883090,OK,U8API/ScrapOut/CancelAudit,库存管理增和修改志r,不合格品处理单事件用此接口,服务接口单事件用此接口,弃审单据,弃审单据单事件用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/不合格品处理单事件用此接口/服务接口单事件用此接口/弃审单据单事件用此接口,parts/193_d883090_弃审单据单事件用此接口.txt
194,d883330,OK,U8API/ScrapOut/Delete,库存管理增和修改志r,不合格品处理单事件用此接口,服务接口单事件用此接口,删除单据,删除单据单事件用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/不合格品处理单事件用此接口/服务接口单事件用此接口/删除单据单事件用此接口,parts/194_d883330_删除单据单事件用此接口.txt
195,d882fa0,OK,U8API/ScrapOut/Load,库存管理增和修改志r,不合格品处理单事件用此接口,服务接口单事件用此接口,装载单据,装载单据单事件用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/不合格品处理单事件用此接口/服务接口单事件用此接口/装载单据单事件用此接口,parts/195_d882fa0_装载单据单事件用此接口.txt
196,d883210,OK,U8API/ScrapOut/Update,库存管理增和修改志r,不合格品处理单事件用此接口,服务接口单事件用此接口,修改单据,修改单据单事件用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/不合格品处理单事件用此接口/服务接口单事件用此接口/修改单据单事件用此接口,parts/196_d883210_修改单据单事件用此接口.txt
197,d8835d0,OK,U8API/ScrapVouch/Add,库存管理增和修改志r,不合格品记录单事件用此接口,服务接口单事件用此接口,添加新单据,添加新单据单事件用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/不合格品记录单事件用此接口/服务接口单事件用此接口/添加新单据单事件用此接口,parts/197_d8835d0_添加新单据单事件用此接口.txt
198,d883810,OK,U8API/ScrapVouch/Audit,库存管理增和修改志r,不合格品记录单事件用此接口,服务接口单事件用此接口,审核单据,审核单据单事件用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/不合格品记录单事件用此接口/服务接口单事件用此接口/审核单据单事件用此接口,parts/198_d883810_审核单据单事件用此接口.txt
199,d8838a0,OK,U8API/ScrapVouch/CancelAudit,库存管理增和修改志r,不合格品记录单事件用此接口,服务接口单事件用此接口,弃审单据,弃审单据单事件用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/不合格品记录单事件用此接口/服务接口单事件用此接口/弃审单据单事件用此接口,parts/199_d8838a0_弃审单据单事件用此接口.txt
200,d883540,OK,U8API/ScrapVouch/Delete,库存管理增和修改志r,不合格品记录单事件用此接口,服务接口单事件用此接口,删除单据,删除单据单事件用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/不合格品记录单事件用此接口/服务接口单事件用此接口/删除单据单事件用此接口,parts/200_d883540_删除单据单事件用此接口.txt
201,d8835a0,OK,U8API/ScrapVouch/Load,库存管理增和修改志r,不合格品记录单事件用此接口,服务接口单事件用此接口,装载单据,装载单据单事件用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/不合格品记录单事件用此接口/服务接口单事件用此接口/装载单据单事件用此接口,parts/201_d8835a0_装载单据单事件用此接口.txt
202,d883930,OK,U8API/ScrapVouch/Update,库存管理增和修改志r,不合格品记录单事件用此接口,服务接口单事件用此接口,修改单据,修改单据单事件用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/不合格品记录单事件用此接口/服务接口单事件用此接口/修改单据单事件用此接口,parts/202_d883930_修改单据单事件用此接口.txt
203,d8839f0,OK,U8API/SepVouch/Add,库存管理增和修改志r,拆卸单单事件用此接口,服务接口单事件用此接口,添加新单据,添加新单据单事件用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/拆卸单单事件用此接口/服务接口单事件用此接口/添加新单据单事件用此接口,parts/203_d8839f0_添加新单据单事件用此接口.txt
204,d883a20,OK,U8API/SepVouch/Audit,库存管理增和修改志r,拆卸单单事件用此接口,服务接口单事件用此接口,审核单据,审核单据单事件用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/拆卸单单事件用此接口/服务接口单事件用此接口/审核单据单事件用此接口,parts/204_d883a20_审核单据单事件用此接口.txt
205,d883cc0,OK,U8API/SepVouch/CancelAudit,库存管理增和修改志r,拆卸单单事件用此接口,服务接口单事件用此接口,弃审单据,弃审单据单事件用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/拆卸单单事件用此接口/服务接口单事件用此接口/弃审单据单事件用此接口,parts/205_d883cc0_弃审单据单事件用此接口.txt
206,d883d20,OK,U8API/SepVouch/Delete,库存管理增和修改志r,拆卸单单事件用此接口,服务接口单事件用此接口,删除单据,删除单据单事件用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/拆卸单单事件用此接口/服务接口单事件用此接口/删除单据单事件用此接口,parts/206_d883d20_删除单据单事件用此接口.txt
207,d883d80,OK,U8API/SepVouch/Load,库存管理增和修改志r,拆卸单单事件用此接口,服务接口单事件用此接口,装载单据,装载单据单事件用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/拆卸单单事件用此接口/服务接口单事件用此接口/装载单据单事件用此接口,parts/207_d883d80_装载单据单事件用此接口.txt
208,d883e40,OK,U8API/SepVouch/Update,库存管理增和修改志r,拆卸单单事件用此接口,服务接口单事件用此接口,修改单据,修改单据单事件用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/拆卸单单事件用此接口/服务接口单事件用此接口/修改单据单事件用此接口,parts/208_d883e40_修改单据单事件用此接口.txt
209,d884320,OK,U8API/ShapeChangVouch/Add,库存管理增和修改志r,形态转换单单事件用此接口,服务接口单事件用此接口,添加新单据,添加新单据单事件用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/形态转换单单事件用此接口/服务接口单事件用此接口/添加新单据单事件用此接口,parts/209_d884320_添加新单据单事件用此接口.txt
210,d884290,OK,U8API/ShapeChangVouch/Audit,库存管理增和修改志r,形态转换单单事件用此接口,服务接口单事件用此接口,审核单据,审核单据单事件用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/形态转换单单事件用此接口/服务接口单事件用此接口/审核单据单事件用此接口,parts/210_d884290_审核单据单事件用此接口.txt
211,d884500,OK,U8API/ShapeChangVouch/CancelAudit,库存管理增和修改志r,形态转换单单事件用此接口,服务接口单事件用此接口,弃审单据,弃审单据单事件用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/形态转换单单事件用此接口/服务接口单事件用此接口/弃审单据单事件用此接口,parts/211_d884500_弃审单据单事件用此接口.txt
212,d884560,OK,U8API/ShapeChangVouch/Delete,库存管理增和修改志r,形态转换单单事件用此接口,服务接口单事件用此接口,删除单据,删除单据单事件用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/形态转换单单事件用此接口/服务接口单事件用此接口/删除单据单事件用此接口,parts/212_d884560_删除单据单事件用此接口.txt
213,d884530,OK,U8API/ShapeChangVouch/Load,库存管理增和修改志r,形态转换单单事件用此接口,服务接口单事件用此接口,装载单据,装载单据单事件用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/形态转换单单事件用此接口/服务接口单事件用此接口/装载单据单事件用此接口,parts/213_d884530_装载单据单事件用此接口.txt
214,d8842f0,OK,U8API/ShapeChangVouch/Update,库存管理增和修改志r,形态转换单单事件用此接口,服务接口单事件用此接口,修改单据,修改单据单事件用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/形态转换单单事件用此接口/服务接口单事件用此接口/修改单据单事件用此接口,parts/214_d8842f0_修改单据单事件用此接口.txt
215,d885070,OK,U8API/TransRequestVouch/Add,库存管理增和修改志r,调拨申请单单事件用此接口,服务接口单事件用此接口,添加新单据,添加新单据单事件用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/调拨申请单单事件用此接口/服务接口单事件用此接口/添加新单据单事件用此接口,parts/215_d885070_添加新单据单事件用此接口.txt
216,d884fb0,OK,U8API/TransRequestVouch/Audit,库存管理增和修改志r,调拨申请单单事件用此接口,服务接口单事件用此接口,审核单据,审核单据单事件用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/调拨申请单单事件用此接口/服务接口单事件用此接口/审核单据单事件用此接口,parts/216_d884fb0_审核单据单事件用此接口.txt
217,d884d70,OK,U8API/TransRequestVouch/CancelAudit,库存管理增和修改志r,调拨申请单单事件用此接口,服务接口单事件用此接口,弃审单据,弃审单据单事件用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/调拨申请单单事件用此接口/服务接口单事件用此接口/弃审单据单事件用此接口,parts/217_d884d70_弃审单据单事件用此接口.txt
218,d884e00,OK,U8API/TransRequestVouch/Delete,库存管理增和修改志r,调拨申请单单事件用此接口,服务接口单事件用此接口,删除单据,删除单据单事件用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/调拨申请单单事件用此接口/服务接口单事件用此接口/删除单据单事件用此接口,parts/218_d884e00_删除单据单事件用此接口.txt
219,d884fe0,OK,U8API/TransRequestVouch/Load,库存管理增和修改志r,调拨申请单单事件用此接口,服务接口单事件用此接口,装载单据,装载单据单事件用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/调拨申请单单事件用此接口/服务接口单事件用此接口/装载单据单事件用此接口,parts/219_d884fe0_装载单据单事件用此接口.txt
220,d885010,OK,U8API/TransRequestVouch/Update,库存管理增和修改志r,调拨申请单单事件用此接口,服务接口单事件用此接口,修改单据,修改单据单事件用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/调拨申请单单事件用此接口/服务接口单事件用此接口/修改单据单事件用此接口,parts/220_d885010_修改单据单事件用此接口.txt
221,d8856a0,OK,U8API/TransVouch/Add,库存管理增和修改志r,调拨单单事件用此接口,服务接口CC.U8API.TransVouch.Save_Before,添加新单据,添加新单据C.U8API.TransVouch.Save_Before,U8API资源管理器/U8API源管理器/库存管理增和修改志r/调拨单单事件用此接口/服务接口CC.U8API.TransVouch.Save_Before/添加新单据C.U8API.TransVouch.Save_Before,parts/221_d8856a0_添加新单据C.U8API.TransVouch.Save_Before.txt
222,d885340,OK,U8API/TransVouch/Audit,库存管理增和修改志r,调拨单单事件用此接口,服务接口CC.U8API.TransVouch.Save_Before,审核单据,审核单据C.U8API.TransVouch.Save_Before,U8API资源管理器/U8API源管理器/库存管理增和修改志r/调拨单单事件用此接口/服务接口CC.U8API.TransVouch.Save_Before/审核单据C.U8API.TransVouch.Save_Before,parts/222_d885340_审核单据C.U8API.TransVouch.Save_Before.txt
223,d8855b0,OK,U8API/TransVouch/CancelAudit,库存管理增和修改志r,调拨单单事件用此接口,服务接口CC.U8API.TransVouch.Save_Before,弃审单据,弃审单据C.U8API.TransVouch.Save_Before,U8API资源管理器/U8API源管理器/库存管理增和修改志r/调拨单单事件用此接口/服务接口CC.U8API.TransVouch.Save_Before/弃审单据C.U8API.TransVouch.Save_Before,parts/223_d8855b0_弃审单据C.U8API.TransVouch.Save_Before.txt
224,d8853d0,OK,U8API/TransVouch/Delete,库存管理增和修改志r,调拨单单事件用此接口,服务接口CC.U8API.TransVouch.Save_Before,删除单据,删除单据C.U8API.TransVouch.Save_Before,U8API资源管理器/U8API源管理器/库存管理增和修改志r/调拨单单事件用此接口/服务接口CC.U8API.TransVouch.Save_Before/删除单据C.U8API.TransVouch.Save_Before,parts/224_d8853d0_删除单据C.U8API.TransVouch.Save_Before.txt
225,d885580,OK,U8API/TransVouch/Load,库存管理增和修改志r,调拨单单事件用此接口,服务接口CC.U8API.TransVouch.Save_Before,装载单据,装载单据C.U8API.TransVouch.Save_Before,U8API资源管理器/U8API源管理器/库存管理增和修改志r/调拨单单事件用此接口/服务接口CC.U8API.TransVouch.Save_Before/装载单据C.U8API.TransVouch.Save_Before,parts/225_d885580_装载单据C.U8API.TransVouch.Save_Before.txt
226,d885280,OK,U8API/TransVouch/Update,库存管理增和修改志r,调拨单单事件用此接口,服务接口CC.U8API.TransVouch.Save_Before,修改单据,修改单据C.U8API.TransVouch.Save_Before,U8API资源管理器/U8API源管理器/库存管理增和修改志r/调拨单单事件用此接口/服务接口CC.U8API.TransVouch.Save_Before/修改单据C.U8API.TransVouch.Save_Before,parts/226_d885280_修改单据C.U8API.TransVouch.Save_Before.txt
227,d886150,OK,U8API/BOM/BomAdd,生产制造照档案API.TransVouch.Save_Before,物料清单单API.TransVouch.Save_Before,服务接口单API.TransVouch.Save_Before,新增物料清单API.TransVouch.Save_Before,新增物料清单API.TransVouch.Save_Before,U8API资源管理器/U8API源管理器/生产制造照档案API.TransVouch.Save_Before/物料清单单API.TransVouch.Save_Before/服务接口单API.TransVouch.Save_Before/新增物料清单API.TransVouch.Save_Before,parts/227_d886150_新增物料清单API.TransVouch.Save_Before.txt
228,d885fa0,OK,U8API/BOM/BomAuditing,生产制造照档案API.TransVouch.Save_Before,物料清单单API.TransVouch.Save_Before,服务接口单API.TransVouch.Save_Before,审核物料清单API.TransVouch.Save_Before,审核物料清单API.TransVouch.Save_Before,U8API资源管理器/U8API源管理器/生产制造照档案API.TransVouch.Save_Before/物料清单单API.TransVouch.Save_Before/服务接口单API.TransVouch.Save_Before/审核物料清单API.TransVouch.Save_Before,parts/228_d885fa0_审核物料清单API.TransVouch.Save_Before.txt
229,d886060,OK,U8API/BOM/BomDelete,生产制造照档案API.TransVouch.Save_Before,物料清单单API.TransVouch.Save_Before,服务接口单API.TransVouch.Save_Before,删除物料清单API.TransVouch.Save_Before,删除物料清单API.TransVouch.Save_Before,U8API资源管理器/U8API源管理器/生产制造照档案API.TransVouch.Save_Before/物料清单单API.TransVouch.Save_Before/服务接口单API.TransVouch.Save_Before/删除物料清单API.TransVouch.Save_Before,parts/229_d886060_删除物料清单API.TransVouch.Save_Before.txt
230,d886240,OK,U8API/BOM/BomLoad,生产制造照档案API.TransVouch.Save_Before,物料清单单API.TransVouch.Save_Before,服务接口单API.TransVouch.Save_Before,查询物料清单API.TransVouch.Save_Before,查询物料清单API.TransVouch.Save_Before,U8API资源管理器/U8API源管理器/生产制造照档案API.TransVouch.Save_Before/物料清单单API.TransVouch.Save_Before/服务接口单API.TransVouch.Save_Before/查询物料清单API.TransVouch.Save_Before,parts/230_d886240_查询物料清单API.TransVouch.Save_Before.txt
231,d8862a0,OK,U8API/BOM/BomUnauditing,生产制造照档案API.TransVouch.Save_Before,物料清单单API.TransVouch.Save_Before,服务接口单API.TransVouch.Save_Before,弃审物料清单API.TransVouch.Save_Before,弃审物料清单API.TransVouch.Save_Before,U8API资源管理器/U8API源管理器/生产制造照档案API.TransVouch.Save_Before/物料清单单API.TransVouch.Save_Before/服务接口单API.TransVouch.Save_Before/弃审物料清单API.TransVouch.Save_Before,parts/231_d8862a0_弃审物料清单API.TransVouch.Save_Before.txt
232,d885eb0,OK,U8API/BOM/BomUpdate,生产制造照档案API.TransVouch.Save_Before,物料清单单API.TransVouch.Save_Before,服务接口单API.TransVouch.Save_Before,更新物料清单API.TransVouch.Save_Before,更新物料清单API.TransVouch.Save_Before,U8API资源管理器/U8API源管理器/生产制造照档案API.TransVouch.Save_Before/物料清单单API.TransVouch.Save_Before/服务接口单API.TransVouch.Save_Before/更新物料清单API.TransVouch.Save_Before,parts/232_d885eb0_更新物料清单API.TransVouch.Save_Before.txt
233,d7deac0,OK,U8API/EcnDoc/EcnDocLoad,生产制造照档案API.TransVouch.Save_Before,ECN单单API.TransVouch.Save_Before,服务接口API.TransVouch.Save_Before,查询ECN单,查询ECN单API.TransVouch.Save_Before,U8API资源管理器/U8API源管理器/生产制造照档案API.TransVouch.Save_Before/ECN单单API.TransVouch.Save_Before/服务接口API.TransVouch.Save_Before/查询ECN单API.TransVouch.Save_Before,parts/233_d7deac0_查询ECN单API.TransVouch.Save_Before.txt
234,d7deaf0,OK,U8API/EcnDoc/EcnDocAdd,生产制造照档案API.TransVouch.Save_Before,ECN单单API.TransVouch.Save_Before,服务接口API.TransVouch.Save_Before,新增ECN单,新增ECN单API.TransVouch.Save_Before,U8API资源管理器/U8API源管理器/生产制造照档案API.TransVouch.Save_Before/ECN单单API.TransVouch.Save_Before/服务接口API.TransVouch.Save_Before/新增ECN单API.TransVouch.Save_Before,parts/234_d7deaf0_新增ECN单API.TransVouch.Save_Before.txt
235,d7d8d00,OK,U8API/EcnDoc/EcnDocModify,生产制造照档案API.TransVouch.Save_Before,ECN单单API.TransVouch.Save_Before,服务接口API.TransVouch.Save_Before,更新ECN单,更新ECN单API.TransVouch.Save_Before,U8API资源管理器/U8API源管理器/生产制造照档案API.TransVouch.Save_Before/ECN单单API.TransVouch.Save_Before/服务接口API.TransVouch.Save_Before/更新ECN单API.TransVouch.Save_Before,parts/235_d7d8d00_更新ECN单API.TransVouch.Save_Before.txt
236,d7d8e20,OK,U8API/EcnDoc/EcnDocDelete,生产制造照档案API.TransVouch.Save_Before,ECN单单API.TransVouch.Save_Before,服务接口API.TransVouch.Save_Before,删除ECN单,删除ECN单API.TransVouch.Save_Before,U8API资源管理器/U8API源管理器/生产制造照档案API.TransVouch.Save_Before/ECN单单API.TransVouch.Save_Before/服务接口API.TransVouch.Save_Before/删除ECN单API.TransVouch.Save_Before,parts/236_d7d8e20_删除ECN单API.TransVouch.Save_Before.txt
237,d7d8d90,OK,U8API/EcnDoc/EcnDocAuditing,生产制造照档案API.TransVouch.Save_Before,ECN单单API.TransVouch.Save_Before,服务接口API.TransVouch.Save_Before,审核ECN单,审核ECN单API.TransVouch.Save_Before,U8API资源管理器/U8API源管理器/生产制造照档案API.TransVouch.Save_Before/ECN单单API.TransVouch.Save_Before/服务接口API.TransVouch.Save_Before/审核ECN单API.TransVouch.Save_Before,parts/237_d7d8d90_审核ECN单API.TransVouch.Save_Before.txt
238,d7d8eb0,OK,U8API/EcnDoc/EcnDocUnauditing,生产制造照档案API.TransVouch.Save_Before,ECN单单API.TransVouch.Save_Before,服务接口API.TransVouch.Save_Before,弃审ECN单,弃审ECN单API.TransVouch.Save_Before,U8API资源管理器/U8API源管理器/生产制造照档案API.TransVouch.Save_Before/ECN单单API.TransVouch.Save_Before/服务接口API.TransVouch.Save_Before/弃审ECN单API.TransVouch.Save_Before,parts/238_d7d8eb0_弃审ECN单API.TransVouch.Save_Before.txt
239,d7912c8,OK,U8API/FCResource/FCResourceLoad,生产制造照档案API.TransVouch.Save_Before,资源资料单API.TransVouch.Save_Before,服务接口API.TransVouch.Save_Before,查询资源资料API.TransVouch.Save_Before,查询资源资料API.TransVouch.Save_Before,U8API资源管理器/U8API源管理器/生产制造照档案API.TransVouch.Save_Before/资源资料单API.TransVouch.Save_Before/服务接口API.TransVouch.Save_Before/查询资源资料API.TransVouch.Save_Before,parts/239_d7912c8_查询资源资料API.TransVouch.Save_Before.txt
240,d72e9a8,OK,U8API/FCResource/FCResourceAdd,生产制造照档案API.TransVouch.Save_Before,资源资料单API.TransVouch.Save_Before,服务接口API.TransVouch.Save_Before,新增资源资料API.TransVouch.Save_Before,新增资源资料API.TransVouch.Save_Before,U8API资源管理器/U8API源管理器/生产制造照档案API.TransVouch.Save_Before/资源资料单API.TransVouch.Save_Before/服务接口API.TransVouch.Save_Before/新增资源资料API.TransVouch.Save_Before,parts/240_d72e9a8_新增资源资料API.TransVouch.Save_Before.txt
241,142b0c08,OK,U8API/FCResource/FCResourceModify,生产制造照档案API.TransVouch.Save_Before,资源资料单API.TransVouch.Save_Before,服务接口API.TransVouch.Save_Before,更新资源资料API.TransVouch.Save_Before,更新资源资料API.TransVouch.Save_Before,U8API资源管理器/U8API源管理器/生产制造照档案API.TransVouch.Save_Before/资源资料单API.TransVouch.Save_Before/服务接口API.TransVouch.Save_Before/更新资源资料API.TransVouch.Save_Before,parts/241_142b0c08_更新资源资料API.TransVouch.Save_Before.txt
242,142b0848,OK,U8API/FCResource/FCResourceDelete,生产制造照档案API.TransVouch.Save_Before,资源资料单API.TransVouch.Save_Before,服务接口API.TransVouch.Save_Before,删除资源资料API.TransVouch.Save_Before,删除资源资料API.TransVouch.Save_Before,U8API资源管理器/U8API源管理器/生产制造照档案API.TransVouch.Save_Before/资源资料单API.TransVouch.Save_Before/服务接口API.TransVouch.Save_Before/删除资源资料API.TransVouch.Save_Before,parts/242_142b0848_删除资源资料API.TransVouch.Save_Before.txt
243,142b0998,OK,U8API/Forecast/ForecastLoad,生产制造照档案API.TransVouch.Save_Before,产品预测订单API.TransVouch.Save_Before,服务接口API.TransVouch.Save_Before,查询产品预测订单API.TransVouch.Save_Before,查询产品预测订单API.TransVouch.Save_Before,U8API资源管理器/U8API源管理器/生产制造照档案API.TransVouch.Save_Before/产品预测订单API.TransVouch.Save_Before/服务接口API.TransVouch.Save_Before/查询产品预测订单API.TransVouch.Save_Before,parts/243_142b0998_查询产品预测订单API.TransVouch.Save_Before.txt
244,142b09c8,OK,U8API/Forecast/ForecastAdd,生产制造照档案API.TransVouch.Save_Before,产品预测订单API.TransVouch.Save_Before,服务接口API.TransVouch.Save_Before,新增产品预测订单API.TransVouch.Save_Before,新增产品预测订单API.TransVouch.Save_Before,U8API资源管理器/U8API源管理器/生产制造照档案API.TransVouch.Save_Before/产品预测订单API.TransVouch.Save_Before/服务接口API.TransVouch.Save_Before/新增产品预测订单API.TransVouch.Save_Before,parts/244_142b09c8_新增产品预测订单API.TransVouch.Save_Before.txt
245,142b0e48,OK,U8API/Forecast/ForecastModify,生产制造照档案API.TransVouch.Save_Before,产品预测订单API.TransVouch.Save_Before,服务接口API.TransVouch.Save_Before,更新产品预测订单API.TransVouch.Save_Before,更新产品预测订单API.TransVouch.Save_Before,U8API资源管理器/U8API源管理器/生产制造照档案API.TransVouch.Save_Before/产品预测订单API.TransVouch.Save_Before/服务接口API.TransVouch.Save_Before/更新产品预测订单API.TransVouch.Save_Before,parts/245_142b0e48_更新产品预测订单API.TransVouch.Save_Before.txt
